2025-05-13T16:15:09.009460+08:00,14.50000000000000,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:10.309460+08:00,14.50006018518519,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:11.609460+08:00,14.50012037037037,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:12.909460+08:00,14.50018055555556,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:14.209460+08:00,14.50024074074074,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:15.509460+08:00,14.50030092592593,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:16.809460+08:00,14.50036111111111,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:18.109460+08:00,14.50042129629630,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:19.409460+08:00,14.50048148148148,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:20.709460+08:00,14.50054166666667,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:22.009460+08:00,14.50060185185185,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:23.309460+08:00,14.50066203703704,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:24.609460+08:00,14.50072222222222,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:25.909460+08:00,14.50078240740741,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:27.209460+08:00,14.50084259259259,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:28.509460+08:00,14.50090277777778,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:29.809460+08:00,14.50096296296296,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:31.109460+08:00,14.50102314814815,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:32.409460+08:00,14.50108333333333,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:33.709460+08:00,14.50114351851852,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:35.009460+08:00,14.50120370370370,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:36.309460+08:00,14.50126388888889,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:37.609460+08:00,14.50132407407407,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:38.909460+08:00,14.50138425925926,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:40.209460+08:00,14.50144444444445,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:41.509460+08:00,14.50150462962963,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:42.809460+08:00,14.50156481481481,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:44.109460+08:00,14.50162500000000,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:45.409460+08:00,14.50168518518518,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:46.709460+08:00,14.50174537037037,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:48.009460+08:00,14.50180555555556,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:49.309460+08:00,14.50186574074074,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:50.609460+08:00,14.50192592592593,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:51.909460+08:00,14.50198611111111,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:53.209460+08:00,14.50204629629630,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:54.509460+08:00,14.50210648148148,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:55.809460+08:00,14.50216666666667,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:57.109460+08:00,14.50222685185185,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:58.409460+08:00,14.50228703703704,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:15:59.709460+08:00,14.50234722222222,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:01.009460+08:00,14.50240740740741,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:02.309460+08:00,14.50246759259259,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:03.609460+08:00,14.50252777777778,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:04.909460+08:00,14.50258796296296,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:06.209460+08:00,14.50264814814815,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:07.509460+08:00,14.50270833333333,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:08.809460+08:00,14.50276851851852,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:10.109460+08:00,14.50282870370370,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:11.409460+08:00,14.50288888888889,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:12.709460+08:00,14.50294907407407,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:14.009460+08:00,14.50300925925926,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:15.309460+08:00,14.50306944444444,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:16.609460+08:00,14.50312962962963,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:17.909460+08:00,14.50318981481482,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:19.209460+08:00,14.50325000000000,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:20.509460+08:00,14.50331018518519,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:21.809460+08:00,14.50337037037037,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:23.109460+08:00,14.50343055555556,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:24.409460+08:00,14.50349074074074,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:25.709460+08:00,14.50355092592593,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:27.009460+08:00,14.50361111111111,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:28.309460+08:00,14.50367129629630,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:29.609460+08:00,14.50373148148148,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:30.909460+08:00,14.50379166666667,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:32.209460+08:00,14.50385185185185,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:33.509460+08:00,14.50391203703704,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:34.809460+08:00,14.50397222222222,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:36.109460+08:00,14.50403240740741,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:37.409460+08:00,14.50409259259259,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:38.709460+08:00,14.50415277777778,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:40.009460+08:00,14.50421296296296,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:41.309460+08:00,14.50427314814815,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:42.609460+08:00,14.50433333333333,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:43.909460+08:00,14.50439351851852,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:45.209460+08:00,14.50445370370370,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:46.509460+08:00,14.50451388888889,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:47.809460+08:00,14.50457407407407,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:49.109460+08:00,14.50463425925926,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:50.409460+08:00,14.50469444444444,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:51.709460+08:00,14.50475462962963,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:53.009460+08:00,14.50481481481481,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:54.309460+08:00,14.50487500000000,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:55.609460+08:00,14.50493518518519,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:56.909460+08:00,14.50499537037037,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:58.209460+08:00,14.50505555555556,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:16:59.509460+08:00,14.50511574074074,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:17:00.809460+08:00,14.50517592592593,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:17:02.109460+08:00,14.50523611111111,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:17:03.409460+08:00,14.50529629629630,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:17:04.709460+08:00,14.50535648148148,40.0,39.0,39.0,40.0,40.0,40.0,40.0
2025-05-13T16:17:06.009460+08:00,14.50541666666667,40.0,39.0,39.0,40.0,40.0,40.0,40.0
